車款名稱,成本底價,備註
E200 E200 (2015),292644,"里程: 292,644KM, 評價: B+, 來源: PDF"
E200 E200 (2015),285482,"里程: 285,482KM, 評價: C, 來源: PDF"
E200 E200 (2016),510000,"里程: 97,733KM, 評價: B, 來源: PDF"
E200 E200 (2016),680000,"里程: 98,570KM, 評價: B, 來源: PDF"
E200 E200 (2016),652000,"里程: 114,818KM, 評價: B, 來源: PDF"
E200 E200 (2017),600000,"里程: 154,542KM, 評價: A, 來源: PDF"
E200 E200 (2017),695000,"里程: 128,813KM, 評價: A, 來源: PDF"
E200 E200 (2019),396000,"里程: 159,490KM, 評價: N, 來源: PDF"
E200 E200 (2020),841000,"里程: 110,325KM, 評價: A, 來源: PDF"
E200 E200 (2020),954000,"里程: 76,077KM, 評價: A, 來源: PDF"
E200 E200 (2020),1050000,"里程: 136,842KM, 評價: B+, 來源: PDF"
E200 E200 (2021),1301000,"里程: 63,687KM, 評價: A+, 來源: PDF"
E200 E200 (2022),1470000,"里程: 50,268KM, 評價: A, 來源: PDF"
E200K E200 KOMPRESSOR (2008),179567,"里程: 179,567KM, 評價: B+, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
E220 E220CDI (2011),178853,"里程: 178,853KM, 評價: A, 來源: PDF"
E220 E220 BLUETEC (2015),250000,"里程: 186,313KM, 評價: B, 來源: PDF"
E220 CDI E220CDI (2012),220499,"里程: 220,499KM, 評價: A, 來源: PDF"
E250 E250 CGI (2009),187582,"里程: 187,582KM, 評價: B, 來源: PDF"
E250 E250CGI (2010),252075,"里程: 252,075KM, 評價: B, 來源: PDF"
E250 E250 (2011),165140,"里程: 165,140KM, 評價: B, 來源: PDF"
E250 E250 (2011),204796,"里程: 204,796KM, 評價: A, 來源: PDF"
E250 E250 (2012),181193,"里程: 181,193KM, 評價: A, 來源: PDF"
E250 E250 (2013),267000,"里程: 158,576KM, 評價: B, 來源: PDF"
E250 E250 (2016),593000,"里程: 172,735KM, 評價: A, 來源: PDF"
E250 E250 (2016),478000,"里程: 293,595KM, 評價: B+, 來源: PDF"
E250 E250 (2017),800000,"里程: 63,146KM, 評價: A, 來源: PDF"
E250 E250 (2017),670000,"里程: 143,308KM, 評價: A, 來源: PDF"
E250 E250 (2017),617000,"里程: 129,973KM, 評價: A, 來源: PDF"
E280 E280 (2007),253440,"里程: 253,440KM, 評價: B, 來源: PDF"
E300 E 4MATIC (2011),210000,"里程: 137,272KM, 評價: A, 來源: PDF"
E300 E300 (2016),848000,"里程: 132,688KM, 評價: A, 來源: PDF"
E300 E300 (2016),911000,"里程: 149,564KM, 評價: A, 來源: PDF"
E300 E300 (2019),720000,"里程: 178,465KM, 評價: B, 來源: PDF"
E300 E300 (2019),1051000,"里程: 127,925KM, 評價: B+, 來源: PDF"
E300 E300 (2020),1287000,"里程: 98,796KM, 評價: A, 來源: PDF"
E300 E300 (2023),1808000,"里程: 47,967KM, 評價: B, 來源: PDF"
E300 E300 (2023),2060000,"里程: 48,149KM, 評價: B, 來源: PDF"
E350 E350 (2011),258453,"里程: 258,453KM, 評價: C, 來源: PDF"
E350 E350 (2011),237993,"里程: 237,993KM, 評價: B, 來源: PDF"
E350 E350 (2012),182538,"里程: 182,538KM, 評價: B, 來源: PDF"
E400 E400 4MATIC (2017),1191000,"里程: 84,901KM, 評價: A, 來源: PDF"
AMG E43 4MATIC (2016),1275000,"里程: 75,299KM, 評價: A, 來源: PDF"
G400 G400 CDI (2004),650000,"里程: 371,059KM, 評價: A, 來源: PDF"
G500 G500 (2007),970000,"里程: 111,378KM, 評價: B, 來源: PDF"
GLA180 GLA180 (2015),328000,"里程: 103,523KM, 評價: A, 來源: PDF"
GLA180 GLA180 (2021),982000,"里程: 86,501KM, 評價: A, 來源: PDF"
GLA180 GLA180 (2022),1205000,"里程: 44,199KM, 評價: A, 來源: PDF"
GLA180 GLA180 (2022),1296000,"里程: 34,515KM, 評價: A+, 來源: PDF"
GLA200 GLA200 (2015),197000,"里程: 141,824KM, 評價: B, 來源: PDF"
GLA200 GLA200 (2016),291000,"里程: 100,743KM, 評價: B+, 來源: PDF"
GLA200 GLA200 (2016),350000,"里程: 167,500KM, 評價: B, 來源: PDF"
GLA200 GLA200 (2020),1052000,"里程: 68,324KM, 評價: A, 來源: PDF"
GLA250 GLA 4MATIC (2014),340000,"里程: 150,031KM, 評價: A, 來源: PDF"
GLA250 GLA 4MATIC (2021),1200000,"里程: 35,675KM, 評價: A, 來源: PDF"
AMG AMG GLA35 (2022),1598000,"里程: 37,231KM, 評價: A, 來源: PDF"
GLB200 GLB200 (2020),826000,"里程: 109,452KM, 評價: A, 來源: PDF"
GLB200 GLB200 (2020),1090000,"里程: 33,174KM, 評價: A, 來源: PDF"
GLB200 GLB200 (2020),874000,"里程: 109,453KM, 評價: A, 來源: PDF"
GLB200 GLB200 (2020),940000,"里程: 63,375KM, 評價: A, 來源: PDF"
GLB200 GLB200 (2020),1118000,"里程: 59,975KM, 評價: A, 來源: PDF"
GLC200 GLC200 (2019),603000,"里程: 212,842KM, 評價: B, 來源: PDF"
GLC200 4MATIC COUPE (2021),1240000,"里程: 109,431KM, 評價: A, 來源: PDF"
GLC220 D 4MATIC (2015),306629,"里程: 306,629KM, 評價: B, 來源: PDF"
GLC220 D 4MATIC (2017),699000,"里程: 129,239KM, 評價: A, 來源: PDF"
GLC250 GLC250 4MATIC (2015),435000,"里程: 197,899KM, 評價: A, 來源: PDF"
GLC250 GLC250 4MATIC (2017),997000,"里程: 113,273KM, 評價: A, 來源: PDF"
GLC250 GLC250 4MATIC (2017),931000,"里程: 84,662KM, 評價: A, 來源: PDF"
GLC250 GLC250 4MATIC (2018),856000,"里程: 113,715KM, 評價: A, 來源: PDF"
GLC300 GLC300 (2015),465000,"里程: 223,690KM, 評價: A, 來源: PDF"
GLC300 GLC300 (2016),580000,"里程: 120,308KM, 評價: A, 來源: PDF"
GLC300 GLC (2016),511000,"里程: 173,892KM, 評價: A, 來源: PDF"
GLC300 GLC 4MATIC (2016),500000,"里程: 130,364KM, 評價: A, 來源: PDF"
GLC300 GLC300 (2016),685000,"里程: 129,332KM, 評價: A, 來源: PDF"
GLC300 GLC 4MATIC (2017),550000,"里程: Unknown, 評價: A, 來源: PDF"
GLC300 GLC 4MATIC (2017),658000,"里程: 141,307KM, 評價: A, 來源: PDF"
GLC300 (2017),670000,"里程: 166,446KM, 評價: A, 來源: PDF"
GLC 4MATIC COUPE (2017),1026000,"里程: 86,496KM, 評價: A, 來源: PDF"
GLC300 GLC 4MATIC (2018),684000,"里程: 131,985KM, 評價: B, 來源: PDF"
GLC300 4MATIC COUPE (2022),1800000,"里程: 49,225KM, 評價: A, 來源: PDF"
GLC300 GLC 4MATIC (2023),2009000,"里程: 22,410KM, 評價: B+, 來源: PDF"
AMG GLC43 COUPE (2017),1124000,"里程: 95,080KM, 評價: A, 來源: PDF"
GLC43 AMG GLC43 (2017),1020000,"里程: 84,890KM, 評價: A, 來源: PDF"
GLE250 D 4MATIC (2016),589000,"里程: 145,959KM, 評價: A, 來源: PDF"
GLE350 D 4MATIC (2016),559000,"里程: 133,566KM, 評價: A, 來源: PDF"
GLE350 D 4MATIC (2017),810000,"里程: 83,878KM, 評價: B+, 來源: PDF"
D 4MATIC C (2020),1596000,"里程: 100,507KM, 評價: C, 來源: PDF"
GLE350 D 4MATIC (2020),1249000,"里程: 128,121KM, 評價: A, 來源: PDF"
GLE400 4MATIC COUPE (2016),862000,"里程: 100,624KM, 評價: A, 來源: PDF"
AMG AMG GLE43 (2016),1025000,"里程: 89,954KM, 評價: A, 來源: PDF"
GLE450 GLE450 4MATIC (2022),1570000,"里程: 23,978KM, 評價: B, 來源: PDF"
GLE450 GLE 4MATIC (2023),2430000,"里程: 21,183KM, 評價: A, 來源: PDF"
GLE 4MATIC+ C (2024),3200000,"里程: 39,476KM, 評價: C, 來源: PDF"
GLK220 GLK220CDI 4MATIC (2010),273946,"里程: 273,946KM, 評價: A, 來源: PDF"
GLK220 GLK220CDI 4MATIC (2011),191957,"里程: 191,957KM, 評價: B, 來源: PDF"
GLK220 CDI 4MATIC (2015),440000,"里程: 146,275KM, 評價: A, 來源: PDF"
GLK220 CDI 4MATIC (2014),304231,"里程: 304,231KM, 評價: A, 來源: PDF"
GLK300 GLK300 4MATIC (2009),152738,"里程: 152,738KM, 評價: A, 來源: PDF"
ML250 BLUETEC 4MATIC (2014),341000,"里程: 158,710KM, 評價: A, 來源: PDF"
ML350 ML350 4MATIC (2010),183459,"里程: 183,459KM, 評價: A, 來源: PDF"
ML350 ML3504MATIC (2010),188291,"里程: 188,291KM, 評價: A, 來源: PDF"
ML350 ML350 4MATIC (2011),189034,"里程: 189,034KM, 評價: B+, 來源: PDF"
ML350 ML350 4MATIC (2011),227969,"里程: 227,969KM, 評價: B, 來源: PDF"
ML350 ML350 4WD (2012),164853,"里程: 164,853KM, 評價: A, 來源: PDF"
ML350 ML350 4WD (2012),218443,"里程: 218,443KM, 評價: B+, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
ML350 ML350BLUETEC4MATIC (2012),293248,"里程: 293,248KM, 評價: B, 來源: PDF"
ML350 ML350 4MATIC (2013),180000,"里程: 159,326KM, 評價: B, 來源: PDF"
ML63 AMG ML63AMG (2012),249000,"里程: 231,301KM, 評價: A, 來源: PDF"
S350 S350 (2006),189713,"里程: 189,713KM, 評價: B+, 來源: PDF"
S350 S350 (2006),100000,"里程: 98,912KM, 評價: A, 來源: PDF"
S350 S350 (2008),245982,"里程: 245,982KM, 評價: A, 來源: PDF"
S350 S350 (2009),171571,"里程: 171,571KM, 評價: B, 來源: PDF"
S350 S350 CGI (2011),232043,"里程: 232,043KM, 評價: A, 來源: PDF"
S350 S350 (2011),243240,"里程: 243,240KM, 評價: B+, 來源: PDF"
S350 S350 (2012),215399,"里程: 215,399KM, 評價: B+, 來源: PDF"
S350 S350 (2012),436463,"里程: 436,463KM, 評價: B+, 來源: PDF"
( LWB ) (2014),368000,"里程: 187,459KM, 評價: A, 來源: PDF"
S350D S350D (SWB) (2017),900000,"里程: 124,165KM, 評價: B, 來源: PDF"
S350D S350D (2021),2392000,"里程: 47,298KM, 評價: A, 來源: PDF"
( LWB ) (2014),470000,"里程: 142,572KM, 評價: B+, 來源: PDF"
( LWB ) (2016),758000,"里程: 74,371KM, 評價: B+, 來源: PDF"
S400 S400(LWB) (2017),800000,"里程: 99,072KM, 評價: A, 來源: PDF"
( LWB ) (2017),1095000,"里程: 94,752KM, 評價: A, 來源: PDF"
S450 S450 4MATIC (2021),2116000,"里程: 91,065KM, 評價: A, 來源: PDF"
S450 S450 4MATIC (2022),2341000,"里程: 90,915KM, 評價: A, 來源: PDF"
( LWB ) (2013),366000,"里程: 207,299KM, 評價: B, 來源: PDF"
S500 S500(LWB) (2013),299329,"里程: 299,329KM, 評價: B, 來源: PDF"
S500 S500(LWB) (2014),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
S550 S550 (2014),303000,"里程: 143,378KM, 評價: B+, 來源: PDF"
SL350 SL (2010),391000,"里程: 123,838KM, 評價: A, 來源: PDF"
V220D V220 D (2018),673000,"里程: 147,057KM, 評價: A, 來源: PDF"
V220D V220 D (2020),790000,"里程: 147,401KM, 評價: A, 來源: PDF"
V250D V250D (2018),949000,"里程: 52,780KM, 評價: A, 來源: PDF"
VITO VITO TOURER (2018),470000,"里程: 289,398KM, 評價: B+, 來源: PDF"
VITO VITO TOURER (2019),550000,"里程: 226,848KM, 評價: N, 來源: PDF"
TOURER VITO TOURER (2019),699000,"里程: 138,426KM, 評價: A, 來源: PDF"
116I 5-DOORS (2012),171025,"里程: Unknown, 評價: C, 來源: PDF"
116I5-DOORS (2012),105085,"里程: 105,085KM, 評價: A, 來源: PDF"
116I5-DOORS (2014),171867,"里程: 171,867KM, 評價: B+, 來源: PDF"
116I5-DOORS (2014),170000,"里程: 85,564KM, 評價: A, 來源: PDF"
116I5-DOORS (2015),155000,"里程: 100,843KM, 評價: B+, 來源: PDF"
120I 5-DOORS (2019),501000,"里程: 69,939KM, 評價: B+, 來源: PDF"
316I SEDAN ZA (2013),214843,"里程: 214,843KM, 評價: A, 來源: PDF"
316I SEDAN ZA (2013),264066,"里程: 264,066KM, 評價: B, 來源: PDF"
316I SEDAN ZA (2013),209940,"里程: 209,940KM, 評價: A, 來源: PDF"
316I SEDAN ZA (2013),186192,"里程: 186,192KM, 評價: A, 來源: PDF"
316I SEDAN ZA (2014),191000,"里程: 171,825KM, 評價: B, 來源: PDF"
316I SEDAN ZA (2015),250000,"里程: 96,568KM, 評價: B, 來源: PDF"
316I SEDAN ZA (2015),253000,"里程: 83,311KM, 評價: B+, 來源: PDF"
318I SEDAN (2018),430000,"里程: 124,726KM, 評價: A, 來源: PDF"
318I SEDAN (2018),401000,"里程: 142,473KM, 評價: A, 來源: PDF"
318I SEDAN (2018),381000,"里程: 92,208KM, 評價: B+, 來源: PDF"
320I TOURING (2006),238517,"里程: 238,517KM, 評價: C, 來源: PDF"
320I SEDAN ZA (2011),168551,"里程: 168,551KM, 評價: C, 來源: PDF"
320I COUPE (2011),187115,"里程: 187,115KM, 評價: A, 來源: PDF"
320I SEDAN ZA (2013),230000,"里程: 148,295KM, 評價: B, 來源: PDF"
320I TOURING (2013),280000,"里程: 232,051KM, 評價: A, 來源: PDF"
320I SEDAN ZA (2015),354000,"里程: 77,276KM, 評價: A, 來源: PDF"
320I SEDAN ZA (2015),272000,"里程: 171,447KM, 評價: A, 來源: PDF"
320I SEDAN ZA (2015),331000,"里程: 163,692KM, 評價: A, 來源: PDF"
320I SEDAN ZA (2015),431000,"里程: 67,738KM, 評價: A, 來源: PDF"
320I SEDAN (2019),696000,"里程: 232,492KM, 評價: B, 來源: PDF"
320I SEDAN (2020),986000,"里程: 70,738KM, 評價: B+, 來源: PDF"
320I TOURING (2021),1223000,"里程: 97,464KM, 評價: A, 來源: PDF"
328I (2012),282000,"里程: 155,103KM, 評價: B, 來源: PDF"
328I XDRIVE (2013),270000,"里程: 203,032KM, 評價: B+, 來源: PDF"
328I TOURING (2014),473000,"里程: 125,130KM, 評價: A, 來源: PDF"
328I (2014),325000,"里程: 171,069KM, 評價: B, 來源: PDF"
328I (2014),239849,"里程: 239,849KM, 評價: A, 來源: PDF"
328I XDRIVE (2015),254499,"里程: 254,499KM, 評價: A, 來源: PDF"
328I XDRIVE (2016),596000,"里程: 126,772KM, 評價: A, 來源: PDF"
330I SEDAN (2018),891000,"里程: 118,426KM, 評價: A, 來源: PDF"
330I XDRIVE (2019),811000,"里程: 104,614KM, 評價: B+, 來源: PDF"
330I XDRIVE (2019),1170000,"里程: 94,858KM, 評價: B+, 來源: PDF"
330I SEDAN (2019),829000,"里程: 141,242KM, 評價: A, 來源: PDF"
420I GRAN COUPE (2017),545000,"里程: 93,149KM, 評價: B+, 來源: PDF"
420I COUPE (2020),1302000,"里程: 64,007KM, 評價: B, 來源: PDF"
428I GRAN COUPE (2014),436000,"里程: 129,236KM, 評價: A, 來源: PDF"
428I GRAN COUPE (2015),401000,"里程: 199,378KM, 評價: B+, 來源: PDF"
430I GRAN COUPE (2021),1472000,"里程: 81,707KM, 評價: A, 來源: PDF"
435I COUPE (2015),350000,"里程: 197,399KM, 評價: B, 來源: PDF"
520IA (2004),188950,"里程: 188,950KM, 評價: B+, 來源: PDF"
520I SEDAN (2012),199436,"里程: 199,436KM, 評價: C, 來源: PDF"
520D TOURING (2012),198000,"里程: 178,467KM, 評價: C, 來源: PDF"
520I SEDAN (2013),331955,"里程: 331,955KM, 評價: C, 來源: PDF"
520I SEDAN (2014),172401,"里程: 172,401KM, 評價: N, 來源: PDF"
520I SEDAN (2016),256000,"里程: 167,921KM, 評價: A, 來源: PDF"
520I SEDAN (2016),9999999,"里程: 9,999,999KM, 評價: B, 來源: PDF"
520I SEDAN (2017),780000,"里程: 108,549KM, 評價: A, 來源: PDF"
520I SEDAN (2017),558000,"里程: 166,285KM, 評價: B, 來源: PDF"
520I SEDAN (2017),617000,"里程: 121,817KM, 評價: A, 來源: PDF"
520I SEDAN (2019),917000,"里程: 57,715KM, 評價: A, 來源: PDF"
520I SEDAN (2019),692000,"里程: 151,828KM, 評價: A, 來源: PDF"
520I SEDAN (2020),595000,"里程: 202,545KM, 評價: B+, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
520I SEDAN (2020),850000,"里程: 90,174KM, 評價: A, 來源: PDF"
520I SEDAN (2020),942000,"里程: 75,868KM, 評價: B+, 來源: PDF"
520I SEDAN (2021),1075000,"里程: 76,929KM, 評價: B+, 來源: PDF"
523I TOURING (2010),194000,"里程: 185,110KM, 評價: B, 來源: PDF"
523I SEDAN (2010),144189,"里程: 144,189KM, 評價: A, 來源: PDF"
523I SEDAN (2011),132000,"里程: 100,691KM, 評價: A, 來源: PDF"
525IA (2004),206931,"里程: 206,931KM, 評價: A, 來源: PDF"
528I SEDAN (2011),183000,"里程: 158,605KM, 評價: A, 來源: PDF"
528I TOURING (2012),400000,"里程: 139,423KM, 評價: B+, 來源: PDF"
528I (2013),215000,"里程: 172,558KM, 評價: B+, 來源: PDF"
528I (2013),268133,"里程: 268,133KM, 評價: C, 來源: PDF"
528I (2013),230000,"里程: 130,940KM, 評價: B, 來源: PDF"
528I SEDAN (2013),304807,"里程: 304,807KM, 評價: A, 來源: PDF"
528I SEDAN (2015),390000,"里程: 125,562KM, 評價: A, 來源: PDF"
528I SEDAN (2016),280000,"里程: 182,465KM, 評價: C, 來源: PDF"
528I SEDAN (2016),445000,"里程: 61,412KM, 評價: A, 來源: PDF"
530I (2017),689000,"里程: 124,267KM, 評價: A, 來源: PDF"
640I GRAN COUPE (2012),350000,"里程: 141,548KM, 評價: B+, 來源: PDF"
730I SEDAN (2011),234724,"里程: 234,724KM, 評價: B, 來源: PDF"
750LI SEDAN (2016),305000,"里程: 127,360KM, 評價: , 來源: PDF"
750LI SEDAN (2016),580000,"里程: 99,598KM, 評價: B, 來源: PDF"
118I 118I 5-DOORS (2011),135000,"里程: 109,108KM, 評價: B, 來源: PDF"
118I 118I 5-DOORS (2012),166151,"里程: 166,151KM, 評價: A, 來源: PDF"
118I 118I 5-DOORS (2015),227000,"里程: 113,006KM, 評價: A, 來源: PDF"
118I 118I 5-DOORS (2015),218000,"里程: 126,230KM, 評價: B+, 來源: PDF"
118I 118I 5-DOORS (2017),279000,"里程: 74,623KM, 評價: A, 來源: PDF"
118I 118I 5-DOORS (2018),340000,"里程: 122,792KM, 評價: A, 來源: PDF"
118I 118I 5-DOORS (2018),332000,"里程: 143,497KM, 評價: B, 來源: PDF"
118I 118I HATCH (2019),625000,"里程: 61,199KM, 評價: A, 來源: PDF"
118I 118I HATCH (2020),602000,"里程: 138,822KM, 評價: A, 來源: PDF"
120D 120D5-DOORS (2008),188444,"里程: 188,444KM, 評價: B, 來源: PDF"
120I 120I HATCH (2020),852000,"里程: 26,883KM, 評價: A+, 來源: PDF"
120I 120I HATCH (2021),941000,"里程: 49,899KM, 評價: A, 來源: PDF"
125I 125I 5-DOORS (2019),610000,"里程: Unknown, 評價: , 來源: PDF"
218D ACTIVE TOURER (2014),145129,"里程: 145,129KM, 評價: A, 來源: PDF"
218D ACTIVE TOURER (2014),147000,"里程: 120,811KM, 評價: A, 來源: PDF"
218D GRAN TOURER (2015),195000,"里程: 170,499KM, 評價: B, 來源: PDF"
218I ACTIVE TOURER (2015),176000,"里程: 133,811KM, 評價: B, 來源: PDF"
218I GRAN TOURER (2015),211000,"里程: 98,873KM, 評價: A, 來源: PDF"
218I ACTIVE TOURER (2016),152734,"里程: 152,734KM, 評價: B+, 來源: PDF"
218I ACTIVE TOURER (2017),234000,"里程: 92,090KM, 評價: A, 來源: PDF"
218I ACTIVE TOURER (2018),322000,"里程: 134,363KM, 評價: A, 來源: PDF"
218I GRAN COUPE (2022),900000,"里程: 27,580KM, 評價: A, 來源: PDF"
218I ACTIVE TOURER (2025),1146000,"里程: 7,748KM, 評價: A, 來源: PDF"
220I ACTIVE TOURER (2018),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
220I GRAN COUPE (2021),760000,"里程: 94,292KM, 評價: A, 來源: PDF"
318D 318D SEDAN (2012),267843,"里程: 267,843KM, 評價: C, 來源: PDF"
318D 318D SEDAN (2014),192000,"里程: 156,964KM, 評價: A, 來源: PDF"
320I GRAN TURISMO (2014),231507,"里程: 231,507KM, 評價: C, 來源: PDF"
320I GRAN TURISMO (2017),452000,"里程: 106,633KM, 評價: A+, 來源: PDF"
320I GRAN TURISMO (2016),322000,"里程: 169,623KM, 評價: A, 來源: PDF"
320I 320I SEDAN (2018),362000,"里程: 181,035KM, 評價: B, 來源: PDF"
320I SEDAN MX (2022),1165000,"里程: 54,806KM, 評價: B+, 來源: PDF"
520D 520D SEDAN (2011),165000,"里程: 146,597KM, 評價: B, 來源: PDF"
520D 520D SEDAN (2012),221951,"里程: 221,951KM, 評價: B+, 來源: PDF"
520D 520D SEDAN (2012),309265,"里程: 309,265KM, 評價: B+, 來源: PDF"
520D 520D SEDAN (2013),181000,"里程: 136,936KM, 評價: A, 來源: PDF"
520D 520D SEDAN (2014),293418,"里程: 293,418KM, 評價: B, 來源: PDF"
520D 520D SEDAN (2014),247000,"里程: 179,159KM, 評價: A, 來源: PDF"
520D 520D SEDAN (2014),224517,"里程: 224,517KM, 評價: A, 來源: PDF"
520D 520D SEDAN (2014),241000,"里程: 190,459KM, 評價: A, 來源: PDF"
520D 520D SEDAN (2015),257893,"里程: 257,893KM, 評價: A, 來源: PDF"
520D 520D SEDAN (2016),361000,"里程: 90,080KM, 評價: A, 來源: PDF"
520D 520D SEDAN (2017),525000,"里程: 213,352KM, 評價: A, 來源: PDF"
528I GRAN TURISMO (2014),165000,"里程: 150,870KM, 評價: B, 來源: PDF"
530D GRAN TURISMO (2010),329962,"里程: 329,962KM, 評價: B, 來源: PDF"
630I GRAN TURISMO (2017),607000,"里程: 155,412KM, 評價: A, 來源: PDF"
630I GRAN TURISMO (2019),826000,"里程: 119,147KM, 評價: A, 來源: PDF"
640I GRAN COUPE (2012),241000,"里程: 202,182KM, 評價: B, 來源: PDF"
730D 730D SEDAN (2014),302000,"里程: 115,983KM, 評價: A, 來源: PDF"
730D 730D SEDAN (2014),9999999,"里程: 9,999,999KM, 評價: N, 來源: PDF"
730LD 730LD SEDAN (2017),603000,"里程: 142,855KM, 評價: B, 來源: PDF"
740I 740I SEDAN (2020),1408000,"里程: 99,174KM, 評價: A, 來源: PDF"
740LI 740LI SEDAN (2017),619000,"里程: 130,598KM, 評價: A, 來源: PDF"
IX IX XDRIVE40 (2022),1859000,"里程: 40,770KM, 評價: A, 來源: PDF"
M235I M235I COUPE (2014),500000,"里程: 168,680KM, 評價: A, 來源: PDF"
M235I XDRIVE GC (2020),780000,"里程: 134,679KM, 評價: A, 來源: PDF"
M340I XDRIVE SEDAN (2021),1341000,"里程: 148,271KM, 評價: A, 來源: PDF"
M6 GRAN COUPE (2016),960000,"里程: 85,024KM, 評價: A, 來源: PDF"
X1 X1 SDRIVE20D (2011),195912,"里程: 195,912KM, 評價: A, 來源: PDF"
X1 X1 XDRIVE20D (2011),209152,"里程: 209,152KM, 評價: B+, 來源: PDF"
X1 XL SDRIVE20I (2012),155667,"里程: 155,667KM, 評價: A, 來源: PDF"
X1 X1 SDRIVE20I (2014),188000,"里程: 106,568KM, 評價: B, 來源: PDF"
X1 XL SDRIVE18I (2015),134000,"里程: 91,439KM, 評價: B+, 來源: PDF"
X1 X1 SDRIVE18I (2016),315000,"里程: 126,699KM, 評價: A, 來源: PDF"
X1 X1 SDRIVE20I (2017),230000,"里程: 157,534KM, 評價: B, 來源: PDF"
X1 XL SDRIVE18I (2017),450000,"里程: 68,109KM, 評價: A, 來源: PDF"
X1 X1 SDRIVE18I (2018),451000,"里程: 76,084KM, 評價: A, 來源: PDF"
X1 X1 SDRIVE18I (2019),419000,"里程: 114,547KM, 評價: A, 來源: PDF"
X1 XL SDRIVE18I (2019),449000,"里程: 94,497KM, 評價: A, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
X1 X1 SDRIVE18I (2019),350000,"里程: 114,723KM, 評價: C, 來源: PDF"
X1 XL SDRIVE18I (2022),903000,"里程: 27,038KM, 評價: A, 來源: PDF"
X1 SDRIVE18I SAV (2022),1110000,"里程: 15,590KM, 評價: A, 來源: PDF"
X2 X2 SDRIVE18I (2018),539000,"里程: 126,159KM, 評價: A, 來源: PDF"
X2 X2 SDRIVE20I (2024),1570000,"里程: 22,692KM, 評價: A+, 來源: PDF"
X3 X3 XDRIVE30D (2011),337241,"里程: 337,241KM, 評價: B, 來源: PDF"
X3 X3 XDRIVE28I (2012),105000,"里程: 95,984KM, 評價: C, 來源: PDF"
X3 X3 XDRIVE20D (2013),198000,"里程: 154,811KM, 評價: B+, 來源: PDF"
X3 X3 XDRIVE20I (2013),156000,"里程: 142,406KM, 評價: A, 來源: PDF"
X3 X3 XDRIVE20I (2013),346431,"里程: 346,431KM, 評價: B+, 來源: PDF"
X3 X3 XDRIVE20I (2013),191000,"里程: 81,366KM, 評價: A, 來源: PDF"
X3 X3 XDRIVE20I (2014),212261,"里程: 212,261KM, 評價: B, 來源: PDF"
